current_task,evaluated_task,accuracy,id_accuracy
0,0,0.96142578125,0.9785407725321889
1,0,0.95263671875,0.9656652360515021
1,1,0.92822265625,0.9282511210762332
2,0,0.95703125,0.9656652360515021
2,1,0.94189453125,0.9461883408071748
2,2,0.94873046875,0.9407114624505929
3,0,0.93994140625,0.9613733905579399
3,1,0.94189453125,0.9372197309417041
3,2,0.9130859375,0.9051383399209486
3,3,0.87451171875,0.8697674418604651
4,0,0.95703125,0.9613733905579399
4,1,0.95068359375,0.9461883408071748
4,2,0.9091796875,0.9051383399209486
4,3,0.89306640625,0.8976744186046511
4,4,0.9794921875,0.9670781893004116
5,0,0.93994140625,0.9570815450643777
5,1,0.9326171875,0.9327354260089686
5,2,0.89306640625,0.9169960474308301
5,3,0.88818359375,0.8976744186046511
5,4,0.97119140625,0.9670781893004116
5,5,0.9501953125,0.9461538461538461
6,0,0.94873046875,0.9527896995708155
6,1,0.94189453125,0.9372197309417041
6,2,0.9091796875,0.9130434782608695
6,3,0.8974609375,0.8976744186046511
6,4,0.958984375,0.9670781893004116
6,5,0.95361328125,0.95
6,6,0.875,0.8611111111111112
7,0,0.95263671875,0.9527896995708155
7,1,0.9326171875,0.9327354260089686
7,2,0.9091796875,0.9051383399209486
7,3,0.88818359375,0.8837209302325582
7,4,0.921875,0.9629629629629629
7,5,0.9267578125,0.9423076923076923
7,6,0.85205078125,0.8472222222222222
7,7,0.96630859375,0.9495798319327731
8,0,0.9443359375,0.944206008583691
8,1,0.93701171875,0.9327354260089686
8,2,0.9130859375,0.9090909090909091
8,3,0.8974609375,0.8930232558139535
8,4,0.921875,0.9588477366255144
8,5,0.9306640625,0.9461538461538461
8,6,0.88427734375,0.8703703703703703
8,7,0.96240234375,0.957983193277311
8,8,0.95166015625,0.9230769230769231
9,0,0.935546875,0.944206008583691
9,1,0.94189453125,0.9372197309417041
9,2,0.9013671875,0.8972332015810277
9,3,0.87890625,0.8790697674418605
9,4,0.9423828125,0.9629629629629629
9,5,0.9267578125,0.9346153846153846
9,6,0.888671875,0.875
9,7,0.95361328125,0.9495798319327731
9,8,0.947265625,0.9230769230769231
9,9,0.92626953125,0.9173913043478261
