current_task,evaluated_task,accuracy,id_accuracy
0,0,0.92724609375,0.9311740890688259
1,0,0.92724609375,0.9271255060728745
1,1,0.87451171875,0.8840579710144928
2,0,0.9228515625,0.9149797570850202
2,1,0.86962890625,0.8695652173913043
2,2,0.9267578125,0.926605504587156
3,0,0.9111328125,0.9109311740890689
3,1,0.888671875,0.8792270531400966
3,2,0.9404296875,0.9311926605504587
3,3,0.9677734375,0.97165991902834
4,0,0.9111328125,0.9068825910931174
4,1,0.87451171875,0.8695652173913043
4,2,0.9267578125,0.9357798165137615
4,3,0.95166015625,0.9473684210526315
4,4,0.96630859375,0.9516728624535316
5,0,0.90673828125,0.9068825910931174
5,1,0.85986328125,0.8695652173913043
5,2,0.908203125,0.926605504587156
5,3,0.947265625,0.9433198380566802
5,4,0.962890625,0.9442379182156134
5,5,0.96044921875,0.9649122807017544
6,0,0.90673828125,0.902834008097166
6,1,0.88427734375,0.8743961352657005
6,2,0.908203125,0.926605504587156
6,3,0.943359375,0.951417004048583
6,4,0.95556640625,0.9479553903345725
6,5,0.9560546875,0.9649122807017544
6,6,0.83544921875,0.8311111111111111
7,0,0.90283203125,0.902834008097166
7,1,0.85498046875,0.8695652173913043
7,2,0.90380859375,0.944954128440367
7,3,0.939453125,0.9473684210526315
7,4,0.9443359375,0.9516728624535316
7,5,0.95166015625,0.9605263157894737
7,6,0.822265625,0.8222222222222222
7,7,0.9638671875,0.956
8,0,0.90283203125,0.902834008097166
8,1,0.85498046875,0.8695652173913043
8,2,0.89892578125,0.926605504587156
8,3,0.93115234375,0.9392712550607287
8,4,0.9443359375,0.9405204460966543
8,5,0.95166015625,0.956140350877193
8,6,0.83984375,0.84
8,7,0.97607421875,0.968
8,8,0.9619140625,0.9620253164556962
9,0,0.8937109375,0.902834008097166
9,1,0.8074072265625,0.8647342995169082
9,2,0.85611328125,0.9220183486238532
9,3,0.877353515625,0.9433198380566802
9,4,0.92837890625,0.9405204460966543
9,5,0.954013671875,0.956140350877193
9,6,0.8878515625,0.84
9,7,0.910068359375,0.96
9,8,0.931796875,0.9620253164556962
9,9,0.842197265625,0.9173913043478261
